"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1903539","GO:1903539","protein localization to postsynaptic membrane","1/79","53/18805",0.0188679245283019,4.49128254119895,1.65316153463228,0.200230940214775,0.404559375795473,0.357704156856725,"4884",1
"GO:1904707","GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","1/79","53/18805",0.0188679245283019,4.49128254119895,1.65316153463228,0.200230940214775,0.404559375795473,0.357704156856725,"2697",1
"GO:1905475","GO:1905475","regulation of protein localization to membrane","2/79","197/18805",0.0101522842639594,2.41662918460451,1.29824185453963,0.200687152866712,0.40492871034823,0.358030715855715,"8851/9495",2
"GO:0001836","GO:0001836","release of cytochrome c from mitochondria","1/79","54/18805",0.0185185185185185,4.40811064228786,1.62897532485009,0.203600274457684,0.406925784712322,0.359796493252872,"10962",1
"GO:0031103","GO:0031103","axon regeneration","1/79","54/18805",0.0185185185185185,4.40811064228786,1.62897532485009,0.203600274457684,0.406925784712322,0.359796493252872,"4747",1
"GO:0042304","GO:0042304","regulation of fatty acid biosynthetic process","1/79","54/18805",0.0185185185185185,4.40811064228786,1.62897532485009,0.203600274457684,0.406925784712322,0.359796493252872,"225",1
"GO:0046622","GO:0046622","positive regulation of organ growth","1/79","54/18805",0.0185185185185185,4.40811064228786,1.62897532485009,0.203600274457684,0.406925784712322,0.359796493252872,"10409",1
"GO:0048286","GO:0048286","lung alveolus development","1/79","54/18805",0.0185185185185185,4.40811064228786,1.62897532485009,0.203600274457684,0.406925784712322,0.359796493252872,"9394",1
"GO:0062237","GO:0062237","protein localization to postsynapse","1/79","54/18805",0.0185185185185185,4.40811064228786,1.62897532485009,0.203600274457684,0.406925784712322,0.359796493252872,"4884",1
"GO:0070169","GO:0070169","positive regulation of biomineral tissue development","1/79","54/18805",0.0185185185185185,4.40811064228786,1.62897532485009,0.203600274457684,0.406925784712322,0.359796493252872,"9365",1
"GO:0050767","GO:0050767","regulation of neurogenesis","3/79","372/18805",0.00806451612903226,1.91966108615762,1.16363674344358,0.2056857297956,0.410539846128414,0.36299198165091,"4747/7224/114798",3
"GO:0045778","GO:0045778","positive regulation of ossification","1/79","55/18805",0.0181818181818182,4.32796317606444,1.60537086991363,0.206955593017646,0.410859562009562,0.363274668708835,"9365",1
"GO:0046365","GO:0046365","monosaccharide catabolic process","1/79","55/18805",0.0181818181818182,4.32796317606444,1.60537086991363,0.206955593017646,0.410859562009562,0.363274668708835,"2026",1
"GO:0099084","GO:0099084","postsynaptic specialization organization","1/79","55/18805",0.0181818181818182,4.32796317606444,1.60537086991363,0.206955593017646,0.410859562009562,0.363274668708835,"4884",1
"GO:1903351","GO:1903351","cellular response to dopamine","1/79","55/18805",0.0181818181818182,4.32796317606444,1.60537086991363,0.206955593017646,0.410859562009562,0.363274668708835,"1812",1
"GO:0031099","GO:0031099","regeneration","2/79","203/18805",0.00985221674876847,2.34520172102014,1.25161791443545,0.209884225434423,0.415266384084002,0.367171101887415,"4747/2697",2
"GO:0007187","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","1/79","56/18805",0.0178571428571429,4.25067811934901,1.58232279405584,0.210296953452398,0.415266384084002,0.367171101887415,"1812",1
"GO:1900087","GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","1/79","56/18805",0.0178571428571429,4.25067811934901,1.58232279405584,0.210296953452398,0.415266384084002,0.367171101887415,"134353",1
"GO:2000648","GO:2000648","positive regulation of stem cell proliferation","1/79","56/18805",0.0178571428571429,4.25067811934901,1.58232279405584,0.210296953452398,0.415266384084002,0.367171101887415,"2697",1
"GO:0048839","GO:0048839","inner ear development","2/79","205/18805",0.00975609756097561,2.3223217042297,1.23644198074947,0.212960030843915,0.418489094948291,0.370020565134279,"793/5456",2
"GO:0034204","GO:0034204","lipid translocation","1/79","57/18805",0.0175438596491228,4.17610481900955,1.55980726766262,0.213624413086366,0.418489094948291,0.370020565134279,"7224",1
"GO:0042220","GO:0042220","response to cocaine","1/79","57/18805",0.0175438596491228,4.17610481900955,1.55980726766262,0.213624413086366,0.418489094948291,0.370020565134279,"1812",1
"GO:0046148","GO:0046148","pigment biosynthetic process","1/79","57/18805",0.0175438596491228,4.17610481900955,1.55980726766262,0.213624413086366,0.418489094948291,0.370020565134279,"23596",1
"GO:0050805","GO:0050805","negative regulation of synaptic transmission","1/79","57/18805",0.0175438596491228,4.17610481900955,1.55980726766262,0.213624413086366,0.418489094948291,0.370020565134279,"1812",1
"GO:1903350","GO:1903350","response to dopamine","1/79","57/18805",0.0175438596491228,4.17610481900955,1.55980726766262,0.213624413086366,0.418489094948291,0.370020565134279,"1812",1
"GO:0071868","GO:0071868","cellular response to monoamine stimulus","1/79","58/18805",0.0172413793103448,4.10410301178525,1.53780188760693,0.216938029011594,0.423300686384942,0.374274888135945,"1812",1
"GO:0071870","GO:0071870","cellular response to catecholamine stimulus","1/79","58/18805",0.0172413793103448,4.10410301178525,1.53780188760693,0.216938029011594,0.423300686384942,0.374274888135945,"1812",1
"GO:1904645","GO:1904645","response to amyloid-beta","1/79","58/18805",0.0172413793103448,4.10410301178525,1.53780188760693,0.216938029011594,0.423300686384942,0.374274888135945,"2697",1
"GO:0007632","GO:0007632","visual behavior","1/79","59/18805",0.0169491525423729,4.03454194378889,1.51628556873752,0.220237858088677,0.426927052132632,0.377481255803685,"1812",1
"GO:0009948","GO:0009948","anterior/posterior axis specification","1/79","59/18805",0.0169491525423729,4.03454194378889,1.51628556873752,0.220237858088677,0.426927052132632,0.377481255803685,"10409",1
"GO:0019748","GO:0019748","secondary metabolic process","1/79","59/18805",0.0169491525423729,4.03454194378889,1.51628556873752,0.220237858088677,0.426927052132632,0.377481255803685,"23596",1
"GO:0060986","GO:0060986","endocrine hormone secretion","1/79","59/18805",0.0169491525423729,4.03454194378889,1.51628556873752,0.220237858088677,0.426927052132632,0.377481255803685,"2697",1
"GO:0061005","GO:0061005","cell differentiation involved in kidney development","1/79","59/18805",0.0169491525423729,4.03454194378889,1.51628556873752,0.220237858088677,0.426927052132632,0.377481255803685,"10409",1
"GO:0050878","GO:0050878","regulation of body fluid levels","3/79","388/18805",0.0077319587628866,1.84049980425421,1.08657621149946,0.22318355170049,0.427147071276806,0.377675792791746,"5028/139189/2697",3
"GO:0000079","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","1/79","60/18805",0.0166666666666667,3.96729957805907,1.49523844531255,0.223523956947687,0.427147071276806,0.377675792791746,"8851",1
"GO:0001541","GO:0001541","ovarian follicle development","1/79","60/18805",0.0166666666666667,3.96729957805907,1.49523844531255,0.223523956947687,0.427147071276806,0.377675792791746,"344758",1
"GO:0032608","GO:0032608","interferon-beta production","1/79","60/18805",0.0166666666666667,3.96729957805907,1.49523844531255,0.223523956947687,0.427147071276806,0.377675792791746,"9868",1
"GO:0032648","GO:0032648","regulation of interferon-beta production","1/79","60/18805",0.0166666666666667,3.96729957805907,1.49523844531255,0.223523956947687,0.427147071276806,0.377675792791746,"9868",1
"GO:0042255","GO:0042255","ribosome assembly","1/79","60/18805",0.0166666666666667,3.96729957805907,1.49523844531255,0.223523956947687,0.427147071276806,0.377675792791746,"51335",1
"GO:0042733","GO:0042733","embryonic digit morphogenesis","1/79","60/18805",0.0166666666666667,3.96729957805907,1.49523844531255,0.223523956947687,0.427147071276806,0.377675792791746,"2697",1
"GO:0046324","GO:0046324","regulation of D-glucose import","1/79","60/18805",0.0166666666666667,3.96729957805907,1.49523844531255,0.223523956947687,0.427147071276806,0.377675792791746,"23596",1
"GO:0050881","GO:0050881","musculoskeletal movement","1/79","60/18805",0.0166666666666667,3.96729957805907,1.49523844531255,0.223523956947687,0.427147071276806,0.377675792791746,"3759",1
"GO:0060997","GO:0060997","dendritic spine morphogenesis","1/79","60/18805",0.0166666666666667,3.96729957805907,1.49523844531255,0.223523956947687,0.427147071276806,0.377675792791746,"8851",1
"GO:0060998","GO:0060998","regulation of dendritic spine development","1/79","60/18805",0.0166666666666667,3.96729957805907,1.49523844531255,0.223523956947687,0.427147071276806,0.377675792791746,"116443",1
"GO:0031102","GO:0031102","neuron projection regeneration","1/79","61/18805",0.0163934426229508,3.9022618800581,1.474641781317,0.226796381989092,0.42962926661846,0.379870505471669,"4747",1
"GO:0032233","GO:0032233","positive regulation of actin filament bundle assembly","1/79","61/18805",0.0163934426229508,3.9022618800581,1.474641781317,0.226796381989092,0.42962926661846,0.379870505471669,"22843",1
"GO:0042908","GO:0042908","xenobiotic transport","1/79","61/18805",0.0163934426229508,3.9022618800581,1.474641781317,0.226796381989092,0.42962926661846,0.379870505471669,"2697",1
"GO:0051293","GO:0051293","establishment of spindle localization","1/79","61/18805",0.0163934426229508,3.9022618800581,1.474641781317,0.226796381989092,0.42962926661846,0.379870505471669,"2697",1
"GO:0071867","GO:0071867","response to monoamine","1/79","61/18805",0.0163934426229508,3.9022618800581,1.474641781317,0.226796381989092,0.42962926661846,0.379870505471669,"1812",1
"GO:0071869","GO:0071869","response to catecholamine","1/79","61/18805",0.0163934426229508,3.9022618800581,1.474641781317,0.226796381989092,0.42962926661846,0.379870505471669,"1812",1
"GO:0043123","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","2/79","214/18805",0.00934579439252336,2.22465396900509,1.1702672810521,0.226853535783684,0.42962926661846,0.379870505471669,"2697/4142",2
"GO:0032970","GO:0032970","regulation of actin filament-based process","3/79","392/18805",0.0076530612244898,1.82171919400672,1.06787481911112,0.227605817649293,0.430503468631676,0.380643459240062,"22843/8851/3759",3
"GO:0021953","GO:0021953","central nervous system neuron differentiation","2/79","215/18805",0.00930232558139535,2.21430674124227,1.16311886157284,0.228401846769065,0.431458080440032,0.381487509909663,"1812/57795",2
"GO:0007566","GO:0007566","embryo implantation","1/79","62/18805",0.0161290322580645,3.83932217231523,1.45447788873185,0.230055189384678,0.43182729464982,0.381813962503554,"2697",1
"GO:0050879","GO:0050879","multicellular organismal movement","1/79","62/18805",0.0161290322580645,3.83932217231523,1.45447788873185,0.230055189384678,0.43182729464982,0.381813962503554,"3759",1
"GO:0051932","GO:0051932","synaptic transmission, GABAergic","1/79","62/18805",0.0161290322580645,3.83932217231523,1.45447788873185,0.230055189384678,0.43182729464982,0.381813962503554,"9568",1
"GO:0097035","GO:0097035","regulation of membrane lipid distribution","1/79","62/18805",0.0161290322580645,3.83932217231523,1.45447788873185,0.230055189384678,0.43182729464982,0.381813962503554,"7224",1
"GO:1903409","GO:1903409","reactive oxygen species biosynthetic process","1/79","62/18805",0.0161290322580645,3.83932217231523,1.45447788873185,0.230055189384678,0.43182729464982,0.381813962503554,"225",1
"GO:0050920","GO:0050920","regulation of chemotaxis","2/79","217/18805",0.00921658986175115,2.19389838418013,1.14893922563064,0.231500811292137,0.433990761422348,0.383726861089165,"7857/1845",2
"GO:0051893","GO:0051893","regulation of focal adhesion assembly","1/79","63/18805",0.0158730158730159,3.77838055053245,1.43473005293368,0.233300435078463,0.436260030746469,0.385733308396608,"1845",1
"GO:0090109","GO:0090109","regulation of cell-substrate junction assembly","1/79","63/18805",0.0158730158730159,3.77838055053245,1.43473005293368,0.233300435078463,0.436260030746469,0.385733308396608,"1845",1
"GO:0009311","GO:0009311","oligosaccharide metabolic process","1/79","64/18805",0.015625,3.71934335443038,1.41538246450019,0.236532174787608,0.44063415202572,0.389600828117556,"8707",1
"GO:0097479","GO:0097479","synaptic vesicle localization","1/79","64/18805",0.015625,3.71934335443038,1.41538246450019,0.236532174787608,0.44063415202572,0.389600828117556,"8927",1
"GO:0098900","GO:0098900","regulation of action potential","1/79","64/18805",0.015625,3.71934335443038,1.41538246450019,0.236532174787608,0.44063415202572,0.389600828117556,"3759",1
"GO:0002064","GO:0002064","epithelial cell development","2/79","221/18805",0.00904977375565611,2.15418981614067,1.12103696664949,0.237707182436707,0.442266755262265,0.391044346669219,"9480/2697",2
"GO:0001947","GO:0001947","heart looping","1/79","65/18805",0.0153846153846154,3.66212268743914,1.39642015678054,0.239750464003326,0.443283941559209,0.391943724581297,"2697",1
"GO:0031113","GO:0031113","regulation of microtubule polymerization","1/79","65/18805",0.0153846153846154,3.66212268743914,1.39642015678054,0.239750464003326,0.443283941559209,0.391943724581297,"8851",1
"GO:0048814","GO:0048814","regulation of dendrite morphogenesis","1/79","65/18805",0.0153846153846154,3.66212268743914,1.39642015678054,0.239750464003326,0.443283941559209,0.391943724581297,"7224",1
"GO:0072348","GO:0072348","sulfur compound transport","1/79","65/18805",0.0153846153846154,3.66212268743914,1.39642015678054,0.239750464003326,0.443283941559209,0.391943724581297,"2697",1
"GO:1903078","GO:1903078","positive regulation of protein localization to plasma membrane","1/79","65/18805",0.0153846153846154,3.66212268743914,1.39642015678054,0.239750464003326,0.443283941559209,0.391943724581297,"9495",1
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","2/79","224/18805",0.00892857142857143,2.1253390596745,1.10049739292831,0.24236832373763,0.444767472417596,0.393255436005181,"9480/1845",2
"GO:0017156","GO:0017156","calcium-ion regulated exocytosis","1/79","66/18805",0.0151515151515152,3.6066359800537,1.37782894866253,0.242955357991786,0.444767472417596,0.393255436005181,"57586",1
"GO:0050688","GO:0050688","regulation of defense response to virus","1/79","66/18805",0.0151515151515152,3.6066359800537,1.37782894866253,0.242955357991786,0.444767472417596,0.393255436005181,"9868",1
"GO:0051289","GO:0051289","protein homotetramerization","1/79","66/18805",0.0151515151515152,3.6066359800537,1.37782894866253,0.242955357991786,0.444767472417596,0.393255436005181,"3759",1
"GO:0051653","GO:0051653","spindle localization","1/79","66/18805",0.0151515151515152,3.6066359800537,1.37782894866253,0.242955357991786,0.444767472417596,0.393255436005181,"2697",1
"GO:0051965","GO:0051965","positive regulation of synapse assembly","1/79","66/18805",0.0151515151515152,3.6066359800537,1.37782894866253,0.242955357991786,0.444767472417596,0.393255436005181,"114798",1
"GO:1905330","GO:1905330","regulation of morphogenesis of an epithelium","1/79","66/18805",0.0151515151515152,3.6066359800537,1.37782894866253,0.242955357991786,0.444767472417596,0.393255436005181,"2697",1
"GO:2000351","GO:2000351","regulation of endothelial cell apoptotic process","1/79","66/18805",0.0151515151515152,3.6066359800537,1.37782894866253,0.242955357991786,0.444767472417596,0.393255436005181,"7857",1
"GO:0060541","GO:0060541","respiratory system development","2/79","226/18805",0.00884955752212389,2.1065307494119,1.08698286159231,0.245478304122129,0.446197767892795,0.394520077656375,"10409/9394",2
"GO:0099111","GO:0099111","microtubule-based transport","2/79","226/18805",0.00884955752212389,2.1065307494119,1.08698286159231,0.245478304122129,0.446197767892795,0.394520077656375,"4747/2697",2
"GO:0015909","GO:0015909","long-chain fatty acid transport","1/79","67/18805",0.0149253731343284,3.55280559229171,1.35959539203224,0.246146911795012,0.446197767892795,0.394520077656375,"225",1
"GO:0042058","GO:0042058","regulation of epidermal growth factor receptor signaling pathway","1/79","67/18805",0.0149253731343284,3.55280559229171,1.35959539203224,0.246146911795012,0.446197767892795,0.394520077656375,"1845",1
"GO:0050994","GO:0050994","regulation of lipid catabolic process","1/79","67/18805",0.0149253731343284,3.55280559229171,1.35959539203224,0.246146911795012,0.446197767892795,0.394520077656375,"225",1
"GO:0060042","GO:0060042","retina morphogenesis in camera-type eye","1/79","67/18805",0.0149253731343284,3.55280559229171,1.35959539203224,0.246146911795012,0.446197767892795,0.394520077656375,"793",1
"GO:0061951","GO:0061951","establishment of protein localization to plasma membrane","1/79","67/18805",0.0149253731343284,3.55280559229171,1.35959539203224,0.246146911795012,0.446197767892795,0.394520077656375,"9495",1
"GO:0071300","GO:0071300","cellular response to retinoic acid","1/79","67/18805",0.0149253731343284,3.55280559229171,1.35959539203224,0.246146911795012,0.446197767892795,0.394520077656375,"57795",1
"GO:0001558","GO:0001558","regulation of cell growth","3/79","410/18805",0.00731707317073171,1.74174127817228,0.986303644711848,0.247708259347592,0.448479134588978,0.396537221243604,"7224/9868/2697",3
"GO:0045055","GO:0045055","regulated exocytosis","2/79","228/18805",0.0087719298245614,2.08805240950477,1.07360766969336,0.248590036310592,0.449209965843393,0.397183409153972,"57586/5028",2
"GO:0016925","GO:0016925","protein sumoylation","1/79","68/18805",0.0147058823529412,3.50055845122859,1.34170672347747,0.249325180231782,0.449209965843393,0.397183409153972,"23551",1
"GO:0055021","GO:0055021","regulation of cardiac muscle tissue growth","1/79","68/18805",0.0147058823529412,3.50055845122859,1.34170672347747,0.249325180231782,0.449209965843393,0.397183409153972,"9868",1
"GO:0150116","GO:0150116","regulation of cell-substrate junction organization","1/79","68/18805",0.0147058823529412,3.50055845122859,1.34170672347747,0.249325180231782,0.449209965843393,0.397183409153972,"1845",1
"GO:0043525","GO:0043525","positive regulation of neuron apoptotic process","1/79","69/18805",0.0144927536231884,3.44982572005137,1.32415081983517,0.252490217898521,0.453808267849162,0.401249145459581,"8851",1
"GO:0098930","GO:0098930","axonal transport","1/79","69/18805",0.0144927536231884,3.44982572005137,1.32415081983517,0.252490217898521,0.453808267849162,0.401249145459581,"4747",1
"GO:0001654","GO:0001654","eye development","3/79","415/18805",0.0072289156626506,1.7207564434955,0.964357083255681,0.253344083051678,0.45479101454489,0.40211807249287,"793/57084/2697",3
"GO:0043583","GO:0043583","ear development","2/79","232/18805",0.00862068965517241,2.05205150589262,1.04726387462707,0.254817781729589,0.456701953258207,0.403807690289783,"793/5456",2
"GO:0006687","GO:0006687","glycosphingolipid metabolic process","1/79","70/18805",0.0142857142857143,3.4005424954792,1.30691615722589,0.255642079170192,0.456701953258207,0.403807690289783,"8707",1
"GO:0046888","GO:0046888","negative regulation of hormone secretion","1/79","70/18805",0.0142857142857143,3.4005424954792,1.30691615722589,0.255642079170192,0.456701953258207,0.403807690289783,"2697",1
"GO:0061371","GO:0061371","determination of heart left/right asymmetry","1/79","70/18805",0.0142857142857143,3.4005424954792,1.30691615722589,0.255642079170192,0.456701953258207,0.403807690289783,"2697",1
"GO:0045926","GO:0045926","negative regulation of growth","2/79","233/18805",0.00858369098712446,2.0432444178845,1.04076061721688,0.256375435516609,0.457460265060359,0.404478176008449,"9868/2697",2
"GO:0150063","GO:0150063","visual system development","3/79","419/18805",0.00715990453460621,1.70432917434519,0.947011425805751,0.257866838235233,0.458438267650653,0.405342908388651,"793/57084/2697",3
"GO:0003143","GO:0003143","embryonic heart tube morphogenesis","1/79","71/18805",0.0140845070422535,3.35264753075415,1.28999177325606,0.258780818201179,0.458438267650653,0.405342908388651,"2697",1
"GO:0010611","GO:0010611","regulation of cardiac muscle hypertrophy","1/79","71/18805",0.0140845070422535,3.35264753075415,1.28999177325606,0.258780818201179,0.458438267650653,0.405342908388651,"9868",1
"GO:0018107","GO:0018107","peptidyl-threonine phosphorylation","1/79","71/18805",0.0140845070422535,3.35264753075415,1.28999177325606,0.258780818201179,0.458438267650653,0.405342908388651,"8851",1
"GO:0046513","GO:0046513","ceramide biosynthetic process","1/79","71/18805",0.0140845070422535,3.35264753075415,1.28999177325606,0.258780818201179,0.458438267650653,0.405342908388651,"8707",1
"GO:1902808","GO:1902808","positive regulation of cell cycle G1/S phase transition","1/79","71/18805",0.0140845070422535,3.35264753075415,1.28999177325606,0.258780818201179,0.458438267650653,0.405342908388651,"134353",1
"GO:0019722","GO:0019722","calcium-mediated signaling","2/79","235/18805",0.00851063829787234,2.02585510368974,1.02785099369172,0.259491398419143,0.459147862674732,0.405970319604369,"9495/4761",2
"GO:0002711","GO:0002711","positive regulation of T cell mediated immunity","1/79","72/18805",0.0138888888888889,3.30608298171589,1.27336723210203,0.261906488926177,0.461217015576299,0.407799827553869,"7532",1
"GO:0050918","GO:0050918","positive chemotaxis","1/79","72/18805",0.0138888888888889,3.30608298171589,1.27336723210203,0.261906488926177,0.461217015576299,0.407799827553869,"7857",1
"GO:0051148","GO:0051148","negative regulation of muscle cell differentiation","1/79","72/18805",0.0138888888888889,3.30608298171589,1.27336723210203,0.261906488926177,0.461217015576299,0.407799827553869,"9868",1
"GO:0072577","GO:0072577","endothelial cell apoptotic process","1/79","72/18805",0.0138888888888889,3.30608298171589,1.27336723210203,0.261906488926177,0.461217015576299,0.407799827553869,"7857",1
"GO:0019318","GO:0019318","hexose metabolic process","2/79","237/18805",0.00843881856540084,2.00875928002991,1.01506840391254,0.262608042818579,0.461355292306424,0.407922089362942,"283209/2026",2
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","2/79","237/18805",0.00843881856540084,2.00875928002991,1.01506840391254,0.262608042818579,0.461355292306424,0.407922089362942,"10962/7857",2
"GO:0032835","GO:0032835","glomerulus development","1/79","73/18805",0.0136986301369863,3.26079417374718,1.25703259221964,0.265019145061063,0.463940134557252,0.410207560602169,"10409",1
"GO:0050854","GO:0050854","regulation of antigen receptor-mediated signaling pathway","1/79","73/18805",0.0136986301369863,3.26079417374718,1.25703259221964,0.265019145061063,0.463940134557252,0.410207560602169,"1845",1
"GO:0071806","GO:0071806","protein transmembrane transport","1/79","73/18805",0.0136986301369863,3.26079417374718,1.25703259221964,0.265019145061063,0.463940134557252,0.410207560602169,"9868",1
"GO:0048880","GO:0048880","sensory system development","3/79","426/18805",0.00704225352112676,1.67632376537707,0.917095719578795,0.265809181303746,0.46477378690773,0.41094466108477,"793/57084/2697",3
"GO:0007160","GO:0007160","cell-matrix adhesion","2/79","240/18805",0.00833333333333333,1.98364978902954,0.996127212843028,0.267283790612481,0.464969557603863,0.411117758029216,"9480/1845",2
"GO:0006635","GO:0006635","fatty acid beta-oxidation","1/79","74/18805",0.0135135135135135,3.21672938761546,1.24097837644842,0.26811884010378,0.464969557603863,0.411117758029216,"225",1
"GO:0014743","GO:0014743","regulation of muscle hypertrophy","1/79","74/18805",0.0135135135135135,3.21672938761546,1.24097837644842,0.26811884010378,0.464969557603863,0.411117758029216,"9868",1
"GO:0051865","GO:0051865","protein autoubiquitination","1/79","74/18805",0.0135135135135135,3.21672938761546,1.24097837644842,0.26811884010378,0.464969557603863,0.411117758029216,"26994",1
"GO:0071260","GO:0071260","cellular response to mechanical stimulus","1/79","74/18805",0.0135135135135135,3.21672938761546,1.24097837644842,0.26811884010378,0.464969557603863,0.411117758029216,"3759",1
"GO:1901184","GO:1901184","regulation of ERBB signaling pathway","1/79","74/18805",0.0135135135135135,3.21672938761546,1.24097837644842,0.26811884010378,0.464969557603863,0.411117758029216,"1845",1
"GO:1902475","GO:1902475","L-alpha-amino acid transmembrane transport","1/79","74/18805",0.0135135135135135,3.21672938761546,1.24097837644842,0.26811884010378,0.464969557603863,0.411117758029216,"57084",1
"GO:0007596","GO:0007596","blood coagulation","2/79","241/18805",0.00829875518672199,1.97541887704186,0.989874313826644,0.268842469851023,0.465679178771187,0.411745192360323,"5028/139189",2
"GO:0065004","GO:0065004","protein-DNA complex assembly","2/79","242/18805",0.00826446280991736,1.9672559891202,0.983651334591755,0.27040115153847,0.466498878145689,0.412469955871379,"266812/4674",2
"GO:0021879","GO:0021879","forebrain neuron differentiation","1/79","75/18805",0.0133333333333333,3.17383966244726,1.22519554430332,0.271205627335205,0.466498878145689,0.412469955871379,"1812",1
"GO:0042698","GO:0042698","ovulation cycle","1/79","75/18805",0.0133333333333333,3.17383966244726,1.22519554430332,0.271205627335205,0.466498878145689,0.412469955871379,"344758",1
"GO:0045109","GO:0045109","intermediate filament organization","1/79","75/18805",0.0133333333333333,3.17383966244726,1.22519554430332,0.271205627335205,0.466498878145689,0.412469955871379,"4747",1
"GO:0051881","GO:0051881","regulation of mitochondrial membrane potential","1/79","75/18805",0.0133333333333333,3.17383966244726,1.22519554430332,0.271205627335205,0.466498878145689,0.412469955871379,"10962",1
"GO:0071496","GO:0071496","cellular response to external stimulus","1/79","75/18805",0.0133333333333333,3.17383966244726,1.22519554430332,0.271205627335205,0.466498878145689,0.412469955871379,"3759",1
"GO:0001707","GO:0001707","mesoderm formation","1/79","76/18805",0.0131578947368421,3.13207861425716,1.20967546626676,0.274279559820016,0.470692964187072,0.416178291658352,"2697",1
"GO:0032481","GO:0032481","positive regulation of type I interferon production","1/79","76/18805",0.0131578947368421,3.13207861425716,1.20967546626676,0.274279559820016,0.470692964187072,0.416178291658352,"9868",1
"GO:0050817","GO:0050817","coagulation","2/79","246/18805",0.00813008130081301,1.93526808685808,0.959052850942506,0.276635362385769,0.473204565084798,0.418399004204477,"5028/139189",2
"GO:0009880","GO:0009880","embryonic pattern specification","1/79","77/18805",0.012987012987013,3.09140226861746,1.19440989991235,0.277340690407565,0.473204565084798,0.418399004204477,"10409",1
"GO:0032007","GO:0032007","negative regulation of TOR signaling","1/79","77/18805",0.012987012987013,3.09140226861746,1.19440989991235,0.277340690407565,0.473204565084798,0.418399004204477,"7532",1
"GO:0051966","GO:0051966","regulation of synaptic transmission, glutamatergic","1/79","77/18805",0.012987012987013,3.09140226861746,1.19440989991235,0.277340690407565,0.473204565084798,0.418399004204477,"1812",1
"GO:1904377","GO:1904377","positive regulation of protein localization to cell periphery","1/79","77/18805",0.012987012987013,3.09140226861746,1.19440989991235,0.277340690407565,0.473204565084798,0.418399004204477,"9495",1
"GO:0007599","GO:0007599","hemostasis","2/79","248/18805",0.00806451612903226,1.91966108615762,0.946925745177082,0.279751786173365,0.475121527730187,0.420093948254275,"5028/139189",2
"GO:0010827","GO:0010827","regulation of D-glucose transmembrane transport","1/79","78/18805",0.0128205128205128,3.05176890619929,1.17939096770779,0.280389071732737,0.475121527730187,0.420093948254275,"23596",1
"GO:0048332","GO:0048332","mesoderm morphogenesis","1/79","78/18805",0.0128205128205128,3.05176890619929,1.17939096770779,0.280389071732737,0.475121527730187,0.420093948254275,"2697",1
"GO:0070373","GO:0070373","negative regulation of ERK1 and ERK2 cascade","1/79","78/18805",0.0128205128205128,3.05176890619929,1.17939096770779,0.280389071732737,0.475121527730187,0.420093948254275,"1845",1
"GO:0071277","GO:0071277","cellular response to calcium ion","1/79","78/18805",0.0128205128205128,3.05176890619929,1.17939096770779,0.280389071732737,0.475121527730187,0.420093948254275,"4761",1
"GO:0097120","GO:0097120","receptor localization to synapse","1/79","78/18805",0.0128205128205128,3.05176890619929,1.17939096770779,0.280389071732737,0.475121527730187,0.420093948254275,"4884",1
"GO:0001937","GO:0001937","negative regulation of endothelial cell proliferation","1/79","79/18805",0.0126582278481013,3.01313892004486,1.16461113635885,0.283424756216804,0.478622649894055,0.423189577787558,"7857",1
"GO:0009247","GO:0009247","glycolipid biosynthetic process","1/79","79/18805",0.0126582278481013,3.01313892004486,1.16461113635885,0.283424756216804,0.478622649894055,0.423189577787558,"8707",1
"GO:0055117","GO:0055117","regulation of cardiac muscle contraction","1/79","79/18805",0.0126582278481013,3.01313892004486,1.16461113635885,0.283424756216804,0.478622649894055,0.423189577787558,"3759",1
"GO:0009314","GO:0009314","response to radiation","3/79","442/18805",0.00678733031674208,1.6156423621055,0.850714765546908,0.284073932478204,0.479172544419386,0.423675784681556,"54112/1812/23596",3
"GO:0048738","GO:0048738","cardiac muscle tissue development","2/79","251/18805",0.00796812749003984,1.89671692974936,0.928944165099896,0.284424984049764,0.47921888666405,0.423716759664579,"9868/2697",2
"GO:0002534","GO:0002534","cytokine production involved in inflammatory response","1/79","80/18805",0.0125,2.9754746835443,1.1500631975693,0.286447796068286,0.480440754220988,0.424797113082134,"225",1
"GO:0010469","GO:0010469","regulation of signaling receptor activity","1/79","80/18805",0.0125,2.9754746835443,1.1500631975693,0.286447796068286,0.480440754220988,0.424797113082134,"8851",1
"GO:0031016","GO:0031016","pancreas development","1/79","80/18805",0.0125,2.9754746835443,1.1500631975693,0.286447796068286,0.480440754220988,0.424797113082134,"9480",1
