"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001649","GO:0001649","osteoblast differentiation","53/3444","262/18805",0.202290076335878,1.10454845688042,0.806910230319785,0.23138424624592,0.595929181945621,0.481496462882232,"4208/5179/6096/23314/340419/4745/8482/468/6664/55973/3479/5530/344901/8646/3400/25937/3486/3082/7291/51430/1655/2247/9902/56998/2254/3727/658/249/255743/1499/3485/5566/4089/1213/10413/202151/43/2274/506/64093/2194/3488/51741/1021/57560/51232/5728/27316/654/4209/7171/8313/8321",53
"GO:0010830","GO:0010830","regulation of myotube differentiation","11/3444","47/18805",0.234042553191489,1.27792398744656,0.90329299718272,0.231455927624911,0.595929181945621,0.481496462882232,"9734/627/56603/10014/9759/56203/150572/57486/4856/23250/84814",11
"GO:0030890","GO:0030890","positive regulation of B cell proliferation","11/3444","47/18805",0.234042553191489,1.27792398744656,0.90329299718272,0.231455927624911,0.595929181945621,0.481496462882232,"4208/5618/57181/57162/1141/952/7037/7099/5788/4773/10451",11
"GO:0051205","GO:0051205","protein insertion into membrane","11/3444","47/18805",0.234042553191489,1.27792398744656,0.90329299718272,0.231455927624911,0.595929181945621,0.481496462882232,"64112/1956/132112/439/7917/54499/283820/408050/56926/65055/6449",11
"GO:0051100","GO:0051100","negative regulation of binding","21/3444","97/18805",0.216494845360825,1.18210963037465,0.851436075714564,0.231736767260575,0.596404067820788,0.481880159261086,"6664/166/146057/5599/3725/4043/5899/4781/3300/1454/5300/64771/3676/56998/6093/5824/80011/3434/7341/23032/4133",21
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","30/3444","143/18805",0.20979020979021,1.14550084062279,0.826992130100034,0.232874086718986,0.598755115649245,0.483779749426772,"27133/5218/7164/2029/84446/808/5569/472/50484/805/10776/351/23326/8766/801/284001/79035/3364/58493/51400/79621/29086/641/80279/9113/55031/1021/11073/29980/5889",30
"GO:0043457","GO:0043457","regulation of cellular respiration","12/3444","52/18805",0.230769230769231,1.26005092468507,0.889143064908077,0.233170646264557,0.598755115649245,0.483779749426772,"6622/23596/664/65018/3588/538/4938/1347/5290/29103/11277/27166",12
"GO:0045776","GO:0045776","negative regulation of blood pressure","12/3444","52/18805",0.230769230769231,1.26005092468507,0.889143064908077,0.233170646264557,0.598755115649245,0.483779749426772,"1813/9365/1814/6863/2643/4842/1392/59342/5465/153/134/2740",12
"GO:0050856","GO:0050856","regulation of T cell receptor signaling pathway","12/3444","52/18805",0.230769230769231,1.26005092468507,0.889143064908077,0.233170646264557,0.598755115649245,0.483779749426772,"9840/8525/1845/7070/5621/10666/5788/3988/868/10892/1540/6188",12
"GO:0048839","GO:0048839","inner ear development","42/3444","205/18805",0.204878048780488,1.11867935752528,0.808988956444494,0.233522375384931,0.598755115649245,0.483779749426772,"793/2043/2561/2138/283310/3208/84189/5456/53904/25945/3638/84059/5818/8825/613/170961/2558/7474/51057/9935/4646/3777/1750/51761/259236/3776/1027/55636/8100/2247/7545/5205/2254/6647/5048/27443/6385/9474/4094/54845/55084/8516",42
"GO:1904427","GO:1904427","positive regulation of calcium ion transmembrane transport","18/3444","82/18805",0.219512195121951,1.19858502591995,0.853321432042632,0.234185672993236,0.598755115649245,0.483779749426772,"1812/6622/9495/844/7070/808/57620/5530/2946/784/9472/5532/805/825/6376/801/287/3064",18
"GO:0001895","GO:0001895","retina homeostasis","13/3444","57/18805",0.228070175438596,1.24531348696946,0.878270567981896,0.23426484961425,0.598755115649245,0.483779749426772,"92211/7275/27031/84059/583/1258/285331/4117/6647/57724/261734/2055/682",13
"GO:0002762","GO:0002762","negative regulation of myeloid leukocyte differentiation","13/3444","57/18805",0.228070175438596,1.24531348696946,0.878270567981896,0.23426484961425,0.598755115649245,0.483779749426772,"55294/5295/130733/9290/9607/9935/7107/7099/1499/9444/3635/1021/2200",13
"GO:1901799","GO:1901799","negative regulation of proteasomal protein catabolic process","13/3444","57/18805",0.228070175438596,1.24531348696946,0.878270567981896,0.23426484961425,0.598755115649245,0.483779749426772,"4130/4983/3326/57805/29761/7917/80011/7874/4534/8667/51322/51105/6449",13
"GO:0000963","GO:0000963","mitochondrial RNA processing","6/3444","23/18805",0.260869565217391,1.42440539312225,0.964319262601668,0.23443263318287,0.598755115649245,0.483779749426772,"79828/90806/55149/9692/51095/79675",6
"GO:0001832","GO:0001832","blastocyst growth","6/3444","23/18805",0.260869565217391,1.42440539312225,0.964319262601668,0.23443263318287,0.598755115649245,0.483779749426772,"130399/3479/27339/26173/8882/81565",6
"GO:0006525","GO:0006525","arginine metabolic process","6/3444","23/18805",0.260869565217391,1.42440539312225,0.964319262601668,0.23443263318287,0.598755115649245,0.483779749426772,"51582/445/4942/4842/493/23576",6
"GO:0032928","GO:0032928","regulation of superoxide anion generation","6/3444","23/18805",0.260869565217391,1.42440539312225,0.964319262601668,0.23443263318287,0.598755115649245,0.483779749426772,"5581/4137/1956/351/6647/3684",6
"GO:0044804","GO:0044804","nucleophagy","6/3444","23/18805",0.260869565217391,1.42440539312225,0.964319262601668,0.23443263318287,0.598755115649245,0.483779749426772,"401548/9821/10533/9474/26100/25989",6
"GO:0046033","GO:0046033","AMP metabolic process","6/3444","23/18805",0.260869565217391,1.42440539312225,0.964319262601668,0.23443263318287,0.598755115649245,0.483779749426772,"84618/132/159/271/2618/3251",6
"GO:0140861","GO:0140861","DNA repair-dependent chromatin remodeling","6/3444","23/18805",0.260869565217391,1.42440539312225,0.964319262601668,0.23443263318287,0.598755115649245,0.483779749426772,"200558/51366/9960/29086/8295/9025",6
"GO:0051896","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","56/3444","278/18805",0.201438848920863,1.099900567351,0.79457473171542,0.234453204670413,0.598755115649245,0.483779749426772,"1813/7301/56917/9378/1814/114882/23551/8395/143686/2912/205428/3479/4734/25827/2335/2322/3082/5270/998/1956/9530/7291/7295/642273/2247/6376/51384/65018/351/5783/5979/5154/57142/2876/5515/6934/10193/5465/1950/23396/59338/3643/26051/3488/4534/1739/10451/5364/4915/5290/10125/8678/5728/2185/10016/7409",56
"GO:0009123","GO:0009123","nucleoside monophosphate metabolic process","17/3444","77/18805",0.220779220779221,1.2055032656078,0.855589286628889,0.234708609633201,0.598755115649245,0.483779749426772,"260425/84618/4354/122481/132/9615/51292/159/271/221264/51727/26289/2618/1739/5634/22978/3251",17
"GO:0045669","GO:0045669","positive regulation of osteoblast differentiation","17/3444","77/18805",0.220779220779221,1.2055032656078,0.855589286628889,0.234708609633201,0.598755115649245,0.483779749426772,"4208/4745/6664/3479/5530/25937/3082/51430/2247/56998/3727/658/255743/1499/10413/654/8321",17
"GO:0170035","GO:0170035","L-amino acid catabolic process","17/3444","77/18805",0.220779220779221,1.2055032656078,0.855589286628889,0.234708609633201,0.598755115649245,0.483779749426772,"2572/2806/2744/2805/2746/138199/4942/4842/10157/493/56267/23576/64087/5053/8528/27165/2571",17
"GO:0170040","GO:0170040","proteinogenic amino acid catabolic process","17/3444","77/18805",0.220779220779221,1.2055032656078,0.855589286628889,0.234708609633201,0.598755115649245,0.483779749426772,"2572/2806/2744/2805/2746/138199/4942/4842/10157/493/23576/64087/5053/8528/27165/2731/2571",17
"GO:0050879","GO:0050879","multicellular organismal movement","14/3444","62/18805",0.225806451612903,1.232953055337,0.869944709073523,0.234876137979751,0.598755115649245,0.483779749426772,"1814/3759/844/2280/2946/23336/1756/4130/51761/55737/28996/124093/2055/79784",14
"GO:0051785","GO:0051785","positive regulation of nuclear division","14/3444","62/18805",0.225806451612903,1.232953055337,0.869944709073523,0.234876137979751,0.598755115649245,0.483779749426772,"1814/3479/7474/10361/9587/22933/1950/8452/3643/51529/685/55023/55124/8881",14
"GO:0033363","GO:0033363","secretory granule organization","16/3444","72/18805",0.222222222222222,1.21338237191896,0.858950364037111,0.235030563920033,0.598847406674456,0.483854318358016,"19/358/64753/8938/84062/5270/8546/340146/9519/282991/3268/5048/89781/130340/128637/11234",16
"GO:0051926","GO:0051926","negative regulation of calcium ion transport","15/3444","67/18805",0.223880597014925,1.22243746424671,0.863635861567737,0.235105923842291,0.598847406674456,0.483854318358016,"808/5530/2946/1636/5743/4842/5532/805/801/2332/150/91404/7009/7416/29979",15
"GO:0006694","GO:0006694","steroid biosynthetic process","35/3444","169/18805",0.207100591715976,1.13081493240968,0.808856110358547,0.235986889437047,0.600843985574901,0.485467506145348,"5618/3157/348/3638/1080/2770/3422/6309/6721/2908/2222/51422/3156/27122/51170/8912/2224/5594/6307/1392/5563/8622/9444/5566/476/1595/6715/9619/8630/3988/1717/2246/93517/654/47",35
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","90/3444","457/18805",0.196936542669584,1.07531698167873,0.771797895024935,0.23678859750939,0.602637208058659,0.48691638683327,"27133/815/5218/134353/7164/8525/894/3398/2029/10983/84446/808/5530/5569/10361/9587/57695/11170/3400/51143/472/4774/4781/23026/1956/50484/805/57520/22933/996/1027/3741/91/6194/997/10776/785/351/23122/23326/23137/8766/11331/801/9184/284001/8462/1642/79035/5515/3364/58493/51400/348654/55755/57492/8452/79621/5962/10926/29086/131405/641/80279/10457/23133/245711/91782/9113/51529/1981/677/1739/55031/1021/7325/896/11073/2059/10769/5728/51322/8881/26060/23332/29980/60/5889/11277/324",90
"GO:0001824","GO:0001824","blastocyst development","25/3444","118/18805",0.211864406779661,1.15682641390579,0.80916552412945,0.241086406513966,0.61332302512414,0.495550270314588,"130399/84525/398/50861/64168/3479/10370/10361/10443/2551/27339/5045/92521/57142/26173/8882/8452/10413/23081/9113/100381270/285855/9782/81565/9654",25
"GO:0006515","GO:0006515","protein quality control for misfolded or incompletely synthesized proteins","7/3444","28/18805",0.25,1.36505516840883,0.915316649328727,0.242207982650924,0.614407867429793,0.496426796836165,"79699/10444/51366/8452/55139/10273/115209",7
"GO:0010592","GO:0010592","positive regulation of lamellipodium assembly","7/3444","28/18805",0.25,1.36505516840883,0.915316649328727,0.242207982650924,0.614407867429793,0.496426796836165,"5295/998/26053/538/5290/6624/51196",7
"GO:0035116","GO:0035116","embryonic hindlimb morphogenesis","7/3444","28/18805",0.25,1.36505516840883,0.915316649328727,0.242207982650924,0.614407867429793,0.496426796836165,"340419/5915/7704/7291/55636/3899/1499",7
"GO:0035357","GO:0035357","peroxisome proliferator activated receptor signaling pathway","7/3444","28/18805",0.25,1.36505516840883,0.915316649328727,0.242207982650924,0.614407867429793,0.496426796836165,"5165/10370/7291/6256/5465/10273/8648",7
"GO:0055022","GO:0055022","negative regulation of cardiac muscle tissue growth","7/3444","28/18805",0.25,1.36505516840883,0.915316649328727,0.242207982650924,0.614407867429793,0.496426796836165,"5999/9868/27086/10370/5997/3776/5465",7
"GO:0061117","GO:0061117","negative regulation of heart growth","7/3444","28/18805",0.25,1.36505516840883,0.915316649328727,0.242207982650924,0.614407867429793,0.496426796836165,"5999/9868/27086/10370/5997/3776/5465",7
"GO:0070536","GO:0070536","protein K63-linked deubiquitination","7/3444","28/18805",0.25,1.36505516840883,0.915316649328727,0.242207982650924,0.614407867429793,0.496426796836165,"57559/29761/54726/56957/1540/10868/23032",7
"GO:0043583","GO:0043583","ear development","47/3444","232/18805",0.202586206896552,1.10616539508991,0.770429478243651,0.243733745086136,0.615015606119594,0.496917835097692,"793/2043/2561/2138/283310/3208/84189/5456/53904/25945/3638/84059/5818/8825/613/170961/2558/357/7474/51057/9935/4646/3777/1750/157506/51761/259236/3776/5594/7291/1027/55636/8100/2247/7545/5205/2254/6647/5048/27443/6385/9474/4094/54845/5595/55084/8516",47
"GO:0043122","GO:0043122","regulation of canonical NF-kappaB signal transduction","60/3444","300/18805",0.2,1.09204413472706,0.760955306899183,0.243888311887732,0.615015606119594,0.496917835097692,"4142/57162/5581/8837/1910/10133/80216/10211/140885/7187/6574/3956/54602/80762/2280/2597/7474/51523/2319/5536/10010/7037/7099/825/10758/6376/9641/257397/65018/7334/6284/2316/29110/84851/57449/10542/5494/56957/28512/347734/5336/3551/1653/8878/7188/9978/22900/79092/51246/51135/6285/10892/10769/10616/1540/24138/10868/51026/1902/3654",60
"GO:0090101","GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","42/3444","206/18805",0.203883495145631,1.1132488752072,0.773872935294685,0.244075410141791,0.615015606119594,0.496917835097692,"9480/402117/6653/23089/65997/2280/56937/4681/100532736/7474/168002/25928/375567/200734/8646/27122/5300/1745/79685/58516/54756/9110/28996/64750/11171/5465/151556/408050/5494/10273/51341/4052/4856/3547/64426/50515/753/51232/56926/135228/2200/8321",42
"GO:0001765","GO:0001765","membrane raft assembly","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"23180/10211/6281/11252",4
"GO:0001921","GO:0001921","positive regulation of receptor recycling","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"6622/2060/4905/11149",4
"GO:0006086","GO:0006086","pyruvate decarboxylation to acetyl-CoA","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"5165/5230/25874/5166",4
"GO:0006448","GO:0006448","regulation of translational elongation","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"22849/56648/1984/6726",4
"GO:0007008","GO:0007008","outer mitochondrial membrane organization","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"9868/10651/3308/100188893",4
"GO:0008212","GO:0008212","mineralocorticoid metabolic process","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"1910/27122/8912/654",4
"GO:0009158","GO:0009158","ribonucleoside monophosphate catabolic process","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"84618/9615/22978/3251",4
"GO:0010745","GO:0010745","negative regulation of macrophage derived foam cell differentiation","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"19/3685/5465/9619",4
"GO:0030810","GO:0030810","positive regulation of nucleotide biosynthetic process","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"65018/2978/5465/4718",4
"GO:0042670","GO:0042670","retinal cone cell differentiation","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"6096/348980/7068/7070",4
"GO:0045040","GO:0045040","protein insertion into mitochondrial outer membrane","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"9868/10651/3308/100188893",4
"GO:0046655","GO:0046655","folic acid metabolic process","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"10588/441024/81034/200895",4
"GO:0048715","GO:0048715","negative regulation of oligodendrocyte differentiation","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"1814/3400/1745/1499",4
"GO:0051645","GO:0051645","Golgi localization","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"998/22820/1600/372",4
"GO:0070141","GO:0070141","response to UV-A","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"4311/23596/1956/5481",4
"GO:0071107","GO:0071107","response to parathyroid hormone","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"4208/2778/8850/5566",4
"GO:0072160","GO:0072160","nephron tubule epithelial cell differentiation","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"4208/25937/1499/10413",4
"GO:0072683","GO:0072683","T cell extravasation","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"83692/1398/9466/1399",4
"GO:0140718","GO:0140718","facultative heterochromatin formation","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"22933/23133/5927/57673",4
"GO:1900373","GO:1900373","positive regulation of purine nucleotide biosynthetic process","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"65018/2978/5465/4718",4
"GO:1902259","GO:1902259","regulation of delayed rectifier potassium channel activity","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"7881/9472/6844/7341",4
"GO:1902950","GO:1902950","regulation of dendritic spine maintenance","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"348/5621/55737/351",4
"GO:1904814","GO:1904814","regulation of protein localization to chromosome, telomeric region","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"10575/6950/7874/26354",4
"GO:1905208","GO:1905208","negative regulation of cardiocyte differentiation","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"144165/1956/4089/10818",4
"GO:1990173","GO:1990173","protein localization to nucleoplasm","4/3444","14/18805",0.285714285714286,1.56006304961009,0.992596959384968,0.245230887392442,0.615015606119594,0.496917835097692,"10576/10575/6950/10694",4
"GO:0016053","GO:0016053","organic acid biosynthetic process","67/3444","337/18805",0.198813056379822,1.08556316063373,0.750479414701885,0.245980960962667,0.616646760727724,0.498235768835497,"4023/114876/26031/341/2572/225/11343/4522/3638/81539/445/440/2806/9420/92126/2744/2805/4548/2946/10858/2746/10955/5743/4942/8803/51422/4259/157506/22933/84105/10157/4671/8850/493/201562/5563/11332/23205/114880/6319/79071/9444/216/114883/60496/5053/6785/27165/1558/122945/2194/29968/51495/2571/31/5166/7360/256987/401494/552/58478/26227/54529/63826/441024/47/80142",67
"GO:0006022","GO:0006022","aminoglycan metabolic process","21/3444","98/18805",0.214285714285714,1.17004728720757,0.799148743124124,0.247207221548693,0.618259939982415,0.49953917891955,"10678/23670/64131/92126/10057/2247/51363/9956/54928/27087/1950/960/1213/3037/9334/160/347734/55790/50515/3699/1486",21
"GO:1901606","GO:1901606","alpha-amino acid catabolic process","21/3444","98/18805",0.214285714285714,1.17004728720757,0.799148743124124,0.247207221548693,0.618259939982415,0.49953917891955,"2572/2806/2744/2805/2746/138199/4942/4842/1428/10157/493/56267/23576/26275/64087/5053/8528/27165/2731/2571/4329",21
"GO:0014850","GO:0014850","response to muscle activity","8/3444","33/18805",0.242424242424242,1.32368986027523,0.881206598282673,0.247323961767654,0.618259939982415,0.49953917891955,"6262/2335/825/5563/252995/8140/6715/54407",8
"GO:0036257","GO:0036257","multivesicular body organization","8/3444","33/18805",0.242424242424242,1.32368986027523,0.881206598282673,0.247323961767654,0.618259939982415,0.49953917891955,"51028/8027/51534/8766/91782/5119/51160/10254",8
"GO:0048799","GO:0048799","animal organ maturation","8/3444","33/18805",0.242424242424242,1.32368986027523,0.881206598282673,0.247323961767654,0.618259939982415,0.49953917891955,"29887/7704/3479/64131/5979/81792/5364/57560",8
"GO:0097345","GO:0097345","mitochondrial outer membrane permeabilization","8/3444","33/18805",0.242424242424242,1.32368986027523,0.881206598282673,0.247323961767654,0.618259939982415,0.49953917891955,"664/2729/665/282991/291/598/28978/255027",8
"GO:1904376","GO:1904376","negative regulation of protein localization to cell periphery","8/3444","33/18805",0.242424242424242,1.32368986027523,0.881206598282673,0.247323961767654,0.618259939982415,0.49953917891955,"1173/54585/23433/112609/1213/598/8500/91461",8
"GO:0007601","GO:0007601","visual perception","45/3444","222/18805",0.202702702702703,1.10680148789905,0.757953957595186,0.248081115422597,0.619902205621814,0.500866090103697,"6096/8787/131544/9478/84189/2202/53904/6496/84059/51305/57282/583/5306/55212/11281/1258/1141/4942/285440/157506/51761/285331/7078/594855/3913/785/94233/6103/24139/51109/5158/2978/1261/134430/5538/2743/9227/2055/346007/3801/57369/7466/6314/392617/4649",45
"GO:0001656","GO:0001656","metanephros development","20/3444","93/18805",0.21505376344086,1.17424100508286,0.797588136440789,0.248608862215315,0.620970137475235,0.501728953386113,"342184/793/10409/2138/358/80000/25937/157506/80144/3913/5979/5154/1499/7490/4089/10413/1512/7484/8516/2200",20
"GO:0034103","GO:0034103","regulation of tissue remodeling","19/3444","88/18805",0.215909090909091,1.17891128180762,0.796540552906742,0.249933117938746,0.624025908267564,0.504197942776902,"9066/613/5530/7060/9607/7107/1956/952/7037/51430/1901/8792/6093/53832/3635/10457/5166/4054/5578",19
"GO:0010742","GO:0010742","macrophage derived foam cell differentiation","9/3444","38/18805",0.236842105263158,1.2932101595452,0.856683364499143,0.250681134297268,0.624130453882172,0.504282413121985,"4023/19/5583/3685/5601/7474/6646/5465/9619",9
"GO:0034391","GO:0034391","regulation of smooth muscle cell apoptotic process","9/3444","38/18805",0.236842105263158,1.2932101595452,0.856683364499143,0.250681134297268,0.624130453882172,0.504282413121985,"5136/2893/2308/468/205428/3479/4040/8140/10273",9
"GO:0043506","GO:0043506","regulation of JUN kinase activity","9/3444","38/18805",0.236842105263158,1.2932101595452,0.856683364499143,0.250681134297268,0.624130453882172,0.504282413121985,"5058/9479/7474/8792/4217/3301/5871/4294/6188",9
"GO:0046677","GO:0046677","response to antibiotic","9/3444","38/18805",0.236842105263158,1.2932101595452,0.856683364499143,0.250681134297268,0.624130453882172,0.504282413121985,"4208/1027/249/51167/538/6715/3716/4261/5516",9
"GO:0055023","GO:0055023","positive regulation of cardiac muscle tissue growth","9/3444","38/18805",0.236842105263158,1.2932101595452,0.856683364499143,0.250681134297268,0.624130453882172,0.504282413121985,"4208/3479/9472/2247/2254/23414/10413/5292/7472",9
"GO:0070306","GO:0070306","lens fiber cell differentiation","9/3444","38/18805",0.236842105263158,1.2932101595452,0.856683364499143,0.250681134297268,0.624130453882172,0.504282413121985,"6496/468/200734/1027/2247/4771/10818/128637/4094",9
"GO:1902229","GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","9/3444","38/18805",0.236842105263158,1.2932101595452,0.856683364499143,0.250681134297268,0.624130453882172,0.504282413121985,"7178/57805/1191/960/51616/55031/51499/598/6188",9
"GO:0014823","GO:0014823","response to activity","18/3444","83/18805",0.216867469879518,1.18414424247513,0.796100723100766,0.251161645410151,0.624572789450404,0.504639809634798,"4142/9365/51719/10014/6262/2335/2729/825/7384/5563/252995/8140/6715/81790/54407/1284/5290/654",18
"GO:0030203","GO:0030203","glycosaminoglycan metabolic process","18/3444","83/18805",0.216867469879518,1.18414424247513,0.796100723100766,0.251161645410151,0.624572789450404,0.504639809634798,"23670/64131/92126/10057/2247/51363/9956/54928/27087/1950/960/1213/3037/160/347734/55790/50515/3699",18
"GO:0046323","GO:0046323","D-glucose import","18/3444","83/18805",0.216867469879518,1.18414424247513,0.796100723100766,0.251161645410151,0.624572789450404,0.504639809634798,"1812/5295/23596/114882/3479/10580/1636/344901/51422/4205/23433/10776/10999/6272/3643/6515/6506/26060",18
"GO:0035264","GO:0035264","multicellular organism growth","33/3444","160/18805",0.20625,1.12617051393728,0.75889836584318,0.251961676088728,0.626310522282427,0.506043856017157,"2778/1813/321/84189/114798/144165/5915/57678/84159/57282/583/472/25937/51761/55636/8455/6712/351/57468/79068/6647/59338/9215/9462/256471/677/7429/153/6506/57560/28982/5290/91461",33
"GO:0046717","GO:0046717","acid secretion","10/3444","43/18805",0.232558139534884,1.26981876131054,0.838713733141866,0.252818452144352,0.627935673792496,0.507356939395943,"1813/29887/1814/5733/9900/887/7223/785/3351/6446",10
"GO:1905168","GO:1905168","positive regulation of double-strand break repair via homologous recombination","10/3444","43/18805",0.232558139534884,1.26981876131054,0.838713733141866,0.252818452144352,0.627935673792496,0.507356939395943,"57162/2521/9643/8295/64769/80314/9025/26122/60/57634",10
"GO:0050854","GO:0050854","regulation of antigen receptor-mediated signaling pathway","16/3444","73/18805",0.219178082191781,1.1967606955913,0.797544001189097,0.253234179436716,0.628048604456249,0.507448184659299,"9840/5583/57181/8525/1845/27086/7070/5621/10666/933/5788/3988/868/10892/1540/6188",16
"GO:0071901","GO:0071901","negative regulation of protein serine/threonine kinase activity","16/3444","73/18805",0.219178082191781,1.1967606955913,0.797544001189097,0.253234179436716,0.628048604456249,0.507448184659299,"5583/348/10636/3843/9479/5997/5569/1027/4040/7345/3301/80279/9113/5728/1849/324",16
"GO:0009994","GO:0009994","oocyte differentiation","15/3444","68/18805",0.220588235294118,1.20446044271367,0.799761830021081,0.254012756211368,0.628048604456249,0.507448184659299,"3479/221400/5139/10361/149986/472/402381/22933/2309/8654/23318/1499/163589/2185/51441",15
"GO:0030888","GO:0030888","regulation of B cell proliferation","15/3444","68/18805",0.220588235294118,1.20446044271367,0.799761830021081,0.254012756211368,0.628048604456249,0.507448184659299,"4208/5618/57181/57162/27242/1141/472/952/7037/7099/933/5788/4773/3635/10451",15
"GO:0060675","GO:0060675","ureteric bud morphogenesis","15/3444","68/18805",0.220588235294118,1.20446044271367,0.799761830021081,0.254012756211368,0.628048604456249,0.507448184659299,"342184/2138/80000/2247/56998/255743/1499/7490/7482/25789/4089/7484/1739/9500/2246",15
"GO:0007622","GO:0007622","rhythmic behavior","11/3444","48/18805",0.229166666666667,1.25130057104142,0.825428296825537,0.254078849964123,0.628048604456249,0.507448184659299,"135/1813/3737/3398/463/1141/1454/1392/153/134/5728",11
"GO:0048066","GO:0048066","developmental pigmentation","11/3444","48/18805",0.229166666666667,1.25130057104142,0.825428296825537,0.254078849964123,0.628048604456249,0.507448184659299,"4208/1910/4254/83938/2767/7306/89781/10159/84079/11234/55686",11
"GO:0071526","GO:0071526","semaphorin-plexin signaling pathway","11/3444","48/18805",0.229166666666667,1.25130057104142,0.825428296825537,0.254078849964123,0.628048604456249,0.507448184659299,"5361/4233/8482/10154/10371/10512/91584/2316/2064/23129/5364",11
"GO:0140632","GO:0140632","canonical inflammasome complex assembly","11/3444","48/18805",0.229166666666667,1.25130057104142,0.825428296825537,0.254078849964123,0.628048604456249,0.507448184659299,"5599/3312/25827/22933/7099/1452/5515/9113/5336/22900/80772",11
"GO:0141085","GO:0141085","regulation of inflammasome-mediated signaling pathway","11/3444","48/18805",0.229166666666667,1.25130057104142,0.825428296825537,0.254078849964123,0.628048604456249,0.507448184659299,"5599/3312/25827/22933/7099/1452/5515/9113/5336/22900/80772",11
"GO:1902175","GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","11/3444","48/18805",0.229166666666667,1.25130057104142,0.825428296825537,0.254078849964123,0.628048604456249,0.507448184659299,"55294/468/5478/6421/2247/65018/2876/1499/6647/29979/8321",11
"GO:0072073","GO:0072073","kidney epithelium development","32/3444","155/18805",0.206451612903226,1.12727136487955,0.75336264235677,0.254127349081397,0.628048604456249,0.507448184659299,"4208/342184/793/2043/10409/2138/2045/1910/358/5915/4072/80000/25937/1948/3913/2247/56998/5979/255743/1499/7490/7482/25789/4089/10413/26249/271/6385/7484/1739/9500/2246",32
"GO:0034113","GO:0034113","heterotypic cell-cell adhesion","14/3444","63/18805",0.222222222222222,1.21338237191896,0.803281554263143,0.254559981350172,0.628048604456249,0.507448184659299,"4897/10211/3685/140885/5318/7070/1832/3676/29119/5788/4345/960/55742/3684",14
